# time, velocity, voltage, acceleration, goal, lastError
7.730000, 6.270876, 0.492279, 0.037575, 6.283185, 0.012309
7.740000, 6.271256, 0.477101, 0.036454, 6.283185, 0.011929
7.750000, 6.271624, 0.462375, 0.035366, 6.283185, 0.011561
7.760000, 6.271981, 0.448090, 0.034310, 6.283185, 0.011204
7.770000, 6.272328, 0.434231, 0.033286, 6.283185, 0.010857
7.780000, 6.272664, 0.420785, 0.032293, 6.283185, 0.010521
7.790000, 6.272990, 0.407741, 0.031329, 6.283185, 0.010195
7.800000, 6.273307, 0.395086, 0.030394, 6.283185, 0.009879
7.810000, 6.273614, 0.382808, 0.029487, 6.283185, 0.009572
7.820000, 6.273911, 0.370898, 0.028607, 6.283185, 0.009274
7.830000, 6.274200, 0.359342, 0.027753, 6.283185, 0.008985
7.840000, 6.274481, 0.348132, 0.026924, 6.283185, 0.008705
7.850000, 6.274753, 0.337256, 0.026121, 6.283185, 0.008433
7.860000, 6.275016, 0.326705, 0.025341, 6.283185, 0.008169
7.870000, 6.275272, 0.316469, 0.024585, 6.283185, 0.007913
7.880000, 6.275521, 0.306538, 0.023851, 6.283185, 0.007665
7.890000, 6.275762, 0.296903, 0.023139, 6.283185, 0.007424
7.900000, 6.275995, 0.287557, 0.022449, 6.283185, 0.007190
7.910000, 6.276222, 0.278489, 0.021779, 6.283185, 0.006963
7.920000, 6.276442, 0.269692, 0.021129, 6.283185, 0.006743
7.930000, 6.276655, 0.261157, 0.020498, 6.283185, 0.006530
7.940000, 6.276862, 0.252877, 0.019886, 6.283185, 0.006323
7.950000, 6.277063, 0.244844, 0.019293, 6.283185, 0.006122
7.960000, 6.277258, 0.237051, 0.018717, 6.283185, 0.005927
7.970000, 6.277447, 0.229491, 0.018158, 6.283185, 0.005738
7.980000, 6.277630, 0.222156, 0.017616, 6.283185, 0.005555
7.990000, 6.277808, 0.215040, 0.017090, 6.283185, 0.005377
8.000000, 6.277981, 0.208137, 0.016580, 6.283185, 0.005204
8.010000, 6.278148, 0.201439, 0.016085, 6.283185, 0.005037
8.020000, 6.278311, 0.194942, 0.015605, 6.283185, 0.004874
8.030000, 6.278469, 0.188638, 0.015140, 6.283185, 0.004717
8.040000, 6.278621, 0.182523, 0.014688, 6.283185, 0.004564
8.050000, 6.278770, 0.176590, 0.014249, 6.283185, 0.004415
8.060000, 6.278914, 0.170834, 0.013824, 6.283185, 0.004272
8.070000, 6.279053, 0.165250, 0.013411, 6.283185, 0.004132
8.080000, 6.279189, 0.159833, 0.013011, 6.283185, 0.003996
8.090000, 6.279320, 0.154577, 0.012623, 6.283185, 0.003865
8.100000, 6.279448, 0.149478, 0.012246, 6.283185, 0.003738
8.110000, 6.279571, 0.144531, 0.011881, 6.283185, 0.003614
8.120000, 6.279691, 0.139732, 0.011526, 6.283185, 0.003494
8.130000, 6.279808, 0.135077, 0.011182, 6.283185, 0.003377
8.140000, 6.279921, 0.130560, 0.010848, 6.283185, 0.003265
8.150000, 6.280030, 0.126178, 0.010524, 6.283185, 0.003155
8.160000, 6.280137, 0.121927, 0.010210, 6.283185, 0.003049
8.170000, 6.280240, 0.117802, 0.009906, 6.283185, 0.002946
8.180000, 6.280340, 0.113801, 0.009610, 6.283185, 0.002846
8.190000, 6.280437, 0.109919, 0.009323, 6.283185, 0.002748
8.200000, 6.280531, 0.106153, 0.009045, 6.283185, 0.002654
8.210000, 6.280622, 0.102500, 0.008775, 6.283185, 0.002563
8.220000, 6.280711, 0.098955, 0.008513, 6.283185, 0.002474
8.230000, 6.280797, 0.095517, 0.008259, 6.283185, 0.002388
8.240000, 6.280880, 0.092181, 0.008012, 6.283185, 0.002305
8.250000, 6.280961, 0.088944, 0.007773, 6.283185, 0.002224
8.260000, 6.281040, 0.085804, 0.007541, 6.283185, 0.002145
8.270000, 6.281116, 0.082758, 0.007316, 6.283185, 0.002069
8.280000, 6.281190, 0.079803, 0.007098, 6.283185, 0.001995
8.290000, 6.281262, 0.076936, 0.006886, 6.283185, 0.001924
8.300000, 6.281331, 0.074154, 0.006680, 6.283185, 0.001854
8.310000, 6.281399, 0.071456, 0.006481, 6.283185, 0.001787
8.320000, 6.281464, 0.068838, 0.006288, 6.283185, 0.001721
8.330000, 6.281528, 0.066298, 0.006100, 6.283185, 0.001658
8.340000, 6.281589, 0.063834, 0.005918, 6.283185, 0.001596
8.350000, 6.281649, 0.061444, 0.005741, 6.283185, 0.001536
8.360000, 6.281707, 0.059125, 0.005570, 6.283185, 0.001478
8.370000, 6.281763, 0.056875, 0.005404, 6.283185, 0.001422
8.380000, 6.281818, 0.054692, 0.005242, 6.283185, 0.001368
8.390000, 6.281871, 0.052574, 0.005086, 6.283185, 0.001315
8.400000, 6.281922, 0.050520, 0.004934, 6.283185, 0.001263
8.410000, 6.281972, 0.048527, 0.004787, 6.283185, 0.001213
8.420000, 6.282020, 0.046593, 0.004644, 6.283185, 0.001165
8.430000, 6.282067, 0.044718, 0.004505, 6.283185, 0.001118
8.440000, 6.282113, 0.042898, 0.004371, 6.283185, 0.001073
8.450000, 6.282157, 0.041132, 0.004240, 6.283185, 0.001029
8.460000, 6.282200, 0.039419, 0.004114, 6.283185, 0.000986
8.470000, 6.282241, 0.037758, 0.003991, 6.283185, 0.000944
8.480000, 6.282281, 0.036145, 0.003872, 6.283185, 0.000904
8.490000, 6.282321, 0.034581, 0.003756, 6.283185, 0.000865
8.500000, 6.282359, 0.033064, 0.003644, 6.283185, 0.000827
8.510000, 6.282395, 0.031592, 0.003535, 6.283185, 0.000790
8.520000, 6.282431, 0.030164, 0.003430, 6.283185, 0.000754
8.530000, 6.282466, 0.028778, 0.003328, 6.283185, 0.000720
8.540000, 6.282499, 0.027434, 0.003228, 6.283185, 0.000686
8.550000, 6.282532, 0.026130, 0.003132, 6.283185, 0.000653
8.560000, 6.282564, 0.024865, 0.003038, 6.283185, 0.000622
8.570000, 6.282594, 0.023638, 0.002948, 6.283185, 0.000591
8.580000, 6.282624, 0.022447, 0.002860, 6.283185, 0.000561
8.590000, 6.282653, 0.021292, 0.002774, 6.283185, 0.000532
8.600000, 6.282681, 0.020171, 0.002692, 6.283185, 0.000504
8.610000, 6.282708, 0.019084, 0.002611, 6.283185, 0.000477
8.620000, 6.282734, 0.018029, 0.002533, 6.283185, 0.000451
8.630000, 6.282760, 0.017006, 0.002458, 6.283185, 0.000425
8.640000, 6.282785, 0.016013, 0.002384, 6.283185, 0.000400
8.650000, 6.282809, 0.015050, 0.002313, 6.283185, 0.000376
8.660000, 6.282832, 0.014116, 0.002244, 6.283185, 0.000353
8.670000, 6.282855, 0.013209, 0.002177, 6.283185, 0.000330
8.680000, 6.282877, 0.012330, 0.002112, 6.283185, 0.000308
8.690000, 6.282898, 0.011477, 0.002049, 6.283185, 0.000287
8.700000, 6.282919, 0.010649, 0.001988, 6.283185, 0.000266
8.710000, 6.282939, 0.009846, 0.001929, 6.283185, 0.000246
8.720000, 6.282959, 0.009067, 0.001871, 6.283185, 0.000227
8.730000, 6.282977, 0.008311, 0.001815, 6.283185, 0.000208
8.740000, 6.282996, 0.007578, 0.001761, 6.283185, 0.000190
8.750000, 6.283014, 0.006866, 0.001708, 6.283185, 0.000172
8.760000, 6.283031, 0.006176, 0.001658, 6.283185, 0.000154
8.770000, 6.283048, 0.005507, 0.001608, 6.283185, 0.000138
8.780000, 6.283064, 0.004857, 0.001560, 6.283185, 0.000122
8.790000, 6.283080, 0.004227, 0.001513, 6.283185, 0.000106
8.800000, 6.283095, 0.003616, 0.001468, 6.283185, 0.000090
8.810000, 6.283110, 0.003022, 0.001424, 6.283185, 0.000076
8.820000, 6.283124, 0.002447, 0.001382, 6.283185, 0.000061
8.830000, 6.283138, 0.001889, 0.001341, 6.283185, 0.000047
8.840000, 6.283152, 0.001347, 0.001301, 6.283185, 0.000034
8.850000, 6.283165, 0.000822, 0.001262, 6.283185, 0.000021
8.860000, 6.283177, 0.000312, 0.001224, 6.283185, 0.000008
8.870000, 6.283190, -0.000182, 0.001188, 6.283185, -0.000004
8.880000, 6.283202, -0.000662, 0.001152, 6.283185, -0.000016
8.890000, 6.283213, -0.001128, 0.001118, 6.283185, -0.000028
8.900000, 6.283225, -0.001579, 0.001084, 6.283185, -0.000039
8.910000, 6.283236, -0.002017, 0.001052, 6.283185, -0.000050
8.920000, 6.283246, -0.002442, 0.001021, 6.283185, -0.000061
8.930000, 6.283257, -0.002854, 0.000990, 6.283185, -0.000071
8.940000, 6.283267, -0.003254, 0.000961, 6.283185, -0.000081
8.950000, 6.283276, -0.003642, 0.000932, 6.283185, -0.000091
8.960000, 6.283286, -0.004019, 0.000904, 6.283185, -0.000100
8.970000, 6.283295, -0.004384, 0.000877, 6.283185, -0.000110
8.980000, 6.283304, -0.004739, 0.000851, 6.283185, -0.000118
8.990000, 6.283312, -0.005082, 0.000826, 6.283185, -0.000127
9.000000, 6.283321, -0.005416, 0.000801, 6.283185, -0.000135
9.010000, 6.283329, -0.005739, 0.000777, 6.283185, -0.000143
9.020000, 6.283337, -0.006053, 0.000754, 6.283185, -0.000151
9.030000, 6.283344, -0.006358, 0.000731, 6.283185, -0.000159
9.040000, 6.283352, -0.006653, 0.000710, 6.283185, -0.000166
9.050000, 6.283359, -0.006940, 0.000688, 6.283185, -0.000173
9.060000, 6.283366, -0.007218, 0.000668, 6.283185, -0.000180
9.070000, 6.283372, -0.007488, 0.000648, 6.283185, -0.000187
9.080000, 6.283379, -0.007749, 0.000629, 6.283185, -0.000194
9.090000, 6.283385, -0.008003, 0.000610, 6.283185, -0.000200
9.100000, 6.283392, -0.008250, 0.000592, 6.283185, -0.000206
9.110000, 6.283397, -0.008489, 0.000574, 6.283185, -0.000212
9.120000, 6.283403, -0.008720, 0.000557, 6.283185, -0.000218
9.130000, 6.283409, -0.008945, 0.000540, 6.283185, -0.000224
9.140000, 6.283414, -0.009163, 0.000524, 6.283185, -0.000229
9.150000, 6.283420, -0.009375, 0.000508, 6.283185, -0.000234
9.160000, 6.283425, -0.009581, 0.000493, 6.283185, -0.000239
9.170000, 6.283430, -0.009780, 0.000479, 6.283185, -0.000244
9.180000, 6.283435, -0.009973, 0.000464, 6.283185, -0.000249
9.190000, 6.283439, -0.010161, 0.000450, 6.283185, -0.000254
9.200000, 6.283444, -0.010343, 0.000437, 6.283185, -0.000259
9.210000, 6.283448, -0.010519, 0.000424, 6.283185, -0.000263
9.220000, 6.283453, -0.010690, 0.000411, 6.283185, -0.000267
9.230000, 6.283457, -0.010856, 0.000399, 6.283185, -0.000271
9.240000, 6.283461, -0.011018, 0.000387, 6.283185, -0.000275
9.250000, 6.283465, -0.011174, 0.000376, 6.283185, -0.000279
9.260000, 6.283468, -0.011326, 0.000364, 6.283185, -0.000283
9.270000, 6.283472, -0.011473, 0.000353, 6.283185, -0.000287
9.280000, 6.283476, -0.011615, 0.000343, 6.283185, -0.000290
9.290000, 6.283479, -0.011754, 0.000333, 6.283185, -0.000294
9.300000, 6.283482, -0.011888, 0.000323, 6.283185, -0.000297
9.310000, 6.283486, -0.012019, 0.000313, 6.283185, -0.000300
9.320000, 6.283489, -0.012145, 0.000304, 6.283185, -0.000304
9.330000, 6.283492, -0.012268, 0.000295, 6.283185, -0.000307
9.340000, 6.283495, -0.012387, 0.000286, 6.283185, -0.000310
9.350000, 6.283498, -0.012502, 0.000277, 6.283185, -0.000313
9.360000, 6.283501, -0.012614, 0.000269, 6.283185, -0.000315
9.370000, 6.283503, -0.012723, 0.000261, 6.283185, -0.000318
9.380000, 6.283506, -0.012829, 0.000253, 6.283185, -0.000321
9.390000, 6.283509, -0.012931, 0.000246, 6.283185, -0.000323
9.400000, 6.283511, -0.013030, 0.000238, 6.283185, -0.000326
9.410000, 6.283513, -0.013126, 0.000231, 6.283185, -0.000328
9.420000, 6.283516, -0.013220, 0.000224, 6.283185, -0.000330
9.430000, 6.283518, -0.013310, 0.000218, 6.283185, -0.000333
9.440000, 6.283520, -0.013398, 0.000211, 6.283185, -0.000335
9.450000, 6.283522, -0.013484, 0.000205, 6.283185, -0.000337
9.460000, 6.283524, -0.013566, 0.000199, 6.283185, -0.000339
9.470000, 6.283526, -0.013647, 0.000193, 6.283185, -0.000341
9.480000, 6.283528, -0.013725, 0.000187, 6.283185, -0.000343
9.490000, 6.283530, -0.013800, 0.000181, 6.283185, -0.000345
9.500000, 6.283532, -0.013873, 0.000176, 6.283185, -0.000347
9.510000, 6.283534, -0.013945, 0.000171, 6.283185, -0.000349
9.520000, 6.283536, -0.014014, 0.000166, 6.283185, -0.000350
9.530000, 6.283537, -0.014080, 0.000161, 6.283185, -0.000352
9.540000, 6.283539, -0.014145, 0.000156, 6.283185, -0.000354
9.550000, 6.283541, -0.014208, 0.000151, 6.283185, -0.000355
9.560000, 6.283542, -0.014269, 0.000147, 6.283185, -0.000357
9.570000, 6.283544, -0.014329, 0.000142, 6.283185, -0.000358
9.580000, 6.283545, -0.014386, 0.000138, 6.283185, -0.000360
9.590000, 6.283546, -0.014442, 0.000134, 6.283185, -0.000361
9.600000, 6.283548, -0.014496, 0.000130, 6.283185, -0.000362
9.610000, 6.283549, -0.014549, 0.000126, 6.283185, -0.000364
9.620000, 6.283550, -0.014600, 0.000122, 6.283185, -0.000365
9.630000, 6.283552, -0.014649, 0.000119, 6.283185, -0.000366
9.640000, 6.283553, -0.014697, 0.000115, 6.283185, -0.000367
9.650000, 6.283554, -0.014744, 0.000112, 6.283185, -0.000369
9.660000, 6.283555, -0.014789, 0.000108, 6.283185, -0.000370
9.670000, 6.283556, -0.014833, 0.000105, 6.283185, -0.000371
9.680000, 6.283557, -0.014875, 0.000102, 6.283185, -0.000372
9.690000, 6.283558, -0.014916, 0.000099, 6.283185, -0.000373
9.700000, 6.283559, -0.014956, 0.000096, 6.283185, -0.000374
9.710000, 6.283560, -0.014995, 0.000093, 6.283185, -0.000375
9.720000, 6.283561, -0.015033, 0.000090, 6.283185, -0.000376
9.730000, 6.283562, -0.015069, 0.000088, 6.283185, -0.000377
9.740000, 6.283563, -0.015105, 0.000085, 6.283185, -0.000378
9.750000, 6.283564, -0.015139, 0.000083, 6.283185, -0.000378
9.760000, 6.283565, -0.015172, 0.000080, 6.283185, -0.000379
9.770000, 6.283565, -0.015205, 0.000078, 6.283185, -0.000380
9.780000, 6.283566, -0.015236, 0.000075, 6.283185, -0.000381
9.790000, 6.283567, -0.015267, 0.000073, 6.283185, -0.000382
9.800000, 6.283568, -0.015296, 0.000071, 6.283185, -0.000382
9.810000, 6.283568, -0.015325, 0.000069, 6.283185, -0.000383
9.820000, 6.283569, -0.015352, 0.000067, 6.283185, -0.000384
9.830000, 6.283570, -0.015379, 0.000065, 6.283185, -0.000384
9.840000, 6.283570, -0.015406, 0.000063, 6.283185, -0.000385
9.850000, 6.283571, -0.015431, 0.000061, 6.283185, -0.000386
9.860000, 6.283572, -0.015456, 0.000059, 6.283185, -0.000386
9.870000, 6.283572, -0.015480, 0.000057, 6.283185, -0.000387
9.880000, 6.283573, -0.015503, 0.000056, 6.283185, -0.000388
9.890000, 6.283573, -0.015525, 0.000054, 6.283185, -0.000388
9.900000, 6.283574, -0.015547, 0.000052, 6.283185, -0.000389
9.910000, 6.283575, -0.015568, 0.000051, 6.283185, -0.000389
9.920000, 6.283575, -0.015589, 0.000049, 6.283185, -0.000390
9.930000, 6.283576, -0.015609, 0.000048, 6.283185, -0.000390
9.940000, 6.283576, -0.015628, 0.000046, 6.283185, -0.000391
9.950000, 6.283576, -0.015647, 0.000045, 6.283185, -0.000391
9.960000, 6.283577, -0.015665, 0.000044, 6.283185, -0.000392
9.970000, 6.283577, -0.015683, 0.000042, 6.283185, -0.000392
9.980000, 6.283578, -0.015700, 0.000041, 6.283185, -0.000392
9.990000, 6.283578, -0.015716, 0.000040, 6.283185, -0.000393
10.000000, 6.283579, -0.015732, 0.000039, 6.283185, -0.000393
10.010000, 6.283579, -0.015748, 0.000038, 6.283185, -0.000394
10.020000, 6.283579, -0.015763, 0.000036, 6.283185, -0.000394
10.030000, 6.283580, -0.015778, 0.000035, 6.283185, -0.000394
10.040000, 6.283580, -0.015792, 0.000034, 6.283185, -0.000395
10.050000, 6.283580, -0.015806, 0.000033, 6.283185, -0.000395
10.060000, 6.283581, -0.015819, 0.000032, 6.283185, -0.000395
10.070000, 6.283581, -0.015832, 0.000031, 6.283185, -0.000396
10.080000, 6.283581, -0.015845, 0.000030, 6.283185, -0.000396
10.090000, 6.283582, -0.015857, 0.000029, 6.283185, -0.000396
10.100000, 6.283582, -0.015869, 0.000029, 6.283185, -0.000397
10.110000, 6.283582, -0.015881, 0.000028, 6.283185, -0.000397
10.120000, 6.283583, -0.015892, 0.000027, 6.283185, -0.000397
10.130000, 6.283583, -0.015903, 0.000026, 6.283185, -0.000398
10.140000, 6.283583, -0.015913, 0.000025, 6.283185, -0.000398
10.150000, 6.283583, -0.015924, 0.000025, 6.283185, -0.000398
10.160000, 6.283584, -0.015934, 0.000024, 6.283185, -0.000398
10.170000, 6.283584, -0.015943, 0.000023, 6.283185, -0.000399
10.180000, 6.283584, -0.015952, 0.000022, 6.283185, -0.000399
10.190000, 6.283584, -0.015962, 0.000022, 6.283185, -0.000399
10.200000, 6.283585, -0.015970, 0.000021, 6.283185, -0.000399
10.210000, 6.283585, -0.015979, 0.000020, 6.283185, -0.000399
10.220000, 6.283585, -0.015987, 0.000020, 6.283185, -0.000400
10.230000, 6.283585, -0.015995, 0.000019, 6.283185, -0.000400
10.240000, 6.283585, -0.016003, 0.000019, 6.283185, -0.000400
10.250000, 6.283586, -0.016011, 0.000018, 6.283185, -0.000400
10.260000, 6.283586, -0.016018, 0.000018, 6.283185, -0.000400
10.270000, 6.283586, -0.016025, 0.000017, 6.283185, -0.000401
10.280000, 6.283586, -0.016032, 0.000017, 6.283185, -0.000401
10.290000, 6.283586, -0.016039, 0.000016, 6.283185, -0.000401
10.300000, 6.283586, -0.016045, 0.000016, 6.283185, -0.000401
10.310000, 6.283587, -0.016051, 0.000015, 6.283185, -0.000401
10.320000, 6.283587, -0.016057, 0.000015, 6.283185, -0.000401
10.330000, 6.283587, -0.016063, 0.000014, 6.283185, -0.000402
10.340000, 6.283587, -0.016069, 0.000014, 6.283185, -0.000402
10.350000, 6.283587, -0.016075, 0.000013, 6.283185, -0.000402
10.360000, 6.283587, -0.016080, 0.000013, 6.283185, -0.000402
10.370000, 6.283587, -0.016085, 0.000013, 6.283185, -0.000402
10.380000, 6.283588, -0.016090, 0.000012, 6.283185, -0.000402
10.390000, 6.283588, -0.016095, 0.000012, 6.283185, -0.000402
10.400000, 6.283588, -0.016100, 0.000012, 6.283185, -0.000403
10.410000, 6.283588, -0.016105, 0.000011, 6.283185, -0.000403
10.420000, 6.283588, -0.016109, 0.000011, 6.283185, -0.000403
10.430000, 6.283588, -0.016114, 0.000011, 6.283185, -0.000403
10.440000, 6.283588, -0.016118, 0.000010, 6.283185, -0.000403
10.450000, 6.283588, -0.016122, 0.000010, 6.283185, -0.000403
10.460000, 6.283588, -0.016126, 0.000010, 6.283185, -0.000403
10.470000, 6.283589, -0.016130, 0.000009, 6.283185, -0.000403
10.480000, 6.283589, -0.016134, 0.000009, 6.283185, -0.000403
10.490000, 6.283589, -0.016137, 0.000009, 6.283185, -0.000403
10.500000, 6.283589, -0.016141, 0.000009, 6.283185, -0.000404
10.510000, 6.283589, -0.016144, 0.000008, 6.283185, -0.000404
10.520000, 6.283589, -0.016148, 0.000008, 6.283185, -0.000404
10.530000, 6.283589, -0.016151, 0.000008, 6.283185, -0.000404
10.540000, 6.283589, -0.016154, 0.000008, 6.283185, -0.000404
10.550000, 6.283589, -0.016157, 0.000007, 6.283185, -0.000404
10.560000, 6.283589, -0.016160, 0.000007, 6.283185, -0.000404
10.570000, 6.283589, -0.016163, 0.000007, 6.283185, -0.000404
10.580000, 6.283589, -0.016166, 0.000007, 6.283185, -0.000404
10.590000, 6.283590, -0.016168, 0.000006, 6.283185, -0.000404
10.600000, 6.283590, -0.016171, 0.000006, 6.283185, -0.000404
10.610000, 6.283590, -0.016174, 0.000006, 6.283185, -0.000404
10.620000, 6.283590, -0.016176, 0.000006, 6.283185, -0.000404
10.630000, 6.283590, -0.016178, 0.000006, 6.283185, -0.000404
10.640000, 6.283590, -0.016181, 0.000006, 6.283185, -0.000405
10.650000, 6.283590, -0.016183, 0.000005, 6.283185, -0.000405
10.660000, 6.283590, -0.016185, 0.000005, 6.283185, -0.000405
10.670000, 6.283590, -0.016187, 0.000005, 6.283185, -0.000405
10.680000, 6.283590, -0.016189, 0.000005, 6.283185, -0.000405
10.690000, 6.283590, -0.016191, 0.000005, 6.283185, -0.000405
10.700000, 6.283590, -0.016193, 0.000005, 6.283185, -0.000405
10.710000, 6.283590, -0.016195, 0.000005, 6.283185, -0.000405
10.720000, 6.283590, -0.016197, 0.000004, 6.283185, -0.000405
10.730000, 6.283590, -0.016199, 0.000004, 6.283185, -0.000405
10.740000, 6.283590, -0.016200, 0.000004, 6.283185, -0.000405
10.750000, 6.283590, -0.016202, 0.000004, 6.283185, -0.000405
10.760000, 6.283590, -0.016204, 0.000004, 6.283185, -0.000405
10.770000, 6.283590, -0.016205, 0.000004, 6.283185, -0.000405
10.780000, 6.283590, -0.016207, 0.000004, 6.283185, -0.000405
10.790000, 6.283591, -0.016208, 0.000004, 6.283185, -0.000405
10.800000, 6.283591, -0.016210, 0.000003, 6.283185, -0.000405
10.810000, 6.283591, -0.016211, 0.000003, 6.283185, -0.000405
10.820000, 6.283591, -0.016212, 0.000003, 6.283185, -0.000405
10.830000, 6.283591, -0.016214, 0.000003, 6.283185, -0.000405
10.840000, 6.283591, -0.016215, 0.000003, 6.283185, -0.000405
10.850000, 6.283591, -0.016216, 0.000003, 6.283185, -0.000405
10.860000, 6.283591, -0.016217, 0.000003, 6.283185, -0.000405
10.870000, 6.283591, -0.016219, 0.000003, 6.283185, -0.000405
10.880000, 6.283591, -0.016220, 0.000003, 6.283185, -0.000405
10.890000, 6.283591, -0.016221, 0.000003, 6.283185, -0.000406
10.900000, 6.283591, -0.016222, 0.000003, 6.283185, -0.000406
10.910000, 6.283591, -0.016223, 0.000002, 6.283185, -0.000406
10.920000, 6.283591, -0.016224, 0.000002, 6.283185, -0.000406
10.930000, 6.283591, -0.016225, 0.000002, 6.283185, -0.000406
10.940000, 6.283591, -0.016226, 0.000002, 6.283185, -0.000406
10.950000, 6.283591, -0.016227, 0.000002, 6.283185, -0.000406
10.960000, 6.283591, -0.016227, 0.000002, 6.283185, -0.000406
10.970000, 6.283591, -0.016228, 0.000002, 6.283185, -0.000406
10.980000, 6.283591, -0.016229, 0.000002, 6.283185, -0.000406
10.990000, 6.283591, -0.016230, 0.000002, 6.283185, -0.000406
11.000000, 6.283591, -0.016231, 0.000002, 6.283185, -0.000406
11.010000, 6.283591, -0.016231, 0.000002, 6.283185, -0.000406
11.020000, 6.283591, -0.016232, 0.000002, 6.283185, -0.000406
11.030000, 6.283591, -0.016233, 0.000002, 6.283185, -0.000406
11.040000, 6.283591, -0.016234, 0.000002, 6.283185, -0.000406
11.050000, 6.283591, -0.016234, 0.000002, 6.283185, -0.000406
11.060000, 6.283591, -0.016235, 0.000002, 6.283185, -0.000406
11.070000, 6.283591, -0.016236, 0.000002, 6.283185, -0.000406
11.080000, 6.283591, -0.016236, 0.000001, 6.283185, -0.000406
11.090000, 6.283591, -0.016237, 0.000001, 6.283185, -0.000406
11.100000, 6.283591, -0.016237, 0.000001, 6.283185, -0.000406
11.110000, 6.283591, -0.016238, 0.000001, 6.283185, -0.000406
11.120000, 6.283591, -0.016238, 0.000001, 6.283185, -0.000406
11.130000, 6.283591, -0.016239, 0.000001, 6.283185, -0.000406
11.140000, 6.283591, -0.016239, 0.000001, 6.283185, -0.000406
11.150000, 6.283591, -0.016240, 0.000001, 6.283185, -0.000406
11.160000, 6.283591, -0.016240, 0.000001, 6.283185, -0.000406
11.170000, 6.283591, -0.016241, 0.000001, 6.283185, -0.000406
11.180000, 6.283591, -0.016241, 0.000001, 6.283185, -0.000406
11.190000, 6.283591, -0.016242, 0.000001, 6.283185, -0.000406
11.200000, 6.283591, -0.016242, 0.000001, 6.283185, -0.000406
11.210000, 6.283591, -0.016243, 0.000001, 6.283185, -0.000406
11.220000, 6.283591, -0.016243, 0.000001, 6.283185, -0.000406
11.230000, 6.283591, -0.016243, 0.000001, 6.283185, -0.000406
11.240000, 6.283591, -0.016244, 0.000001, 6.283185, -0.000406
11.250000, 6.283591, -0.016244, 0.000001, 6.283185, -0.000406
11.260000, 6.283591, -0.016245, 0.000001, 6.283185, -0.000406
11.270000, 6.283591, -0.016245, 0.000001, 6.283185, -0.000406
11.280000, 6.283591, -0.016245, 0.000001, 6.283185, -0.000406
11.290000, 6.283591, -0.016246, 0.000001, 6.283185, -0.000406
11.300000, 6.283591, -0.016246, 0.000001, 6.283185, -0.000406
11.310000, 6.283591, -0.016246, 0.000001, 6.283185, -0.000406
11.320000, 6.283591, -0.016246, 0.000001, 6.283185, -0.000406
11.330000, 6.283591, -0.016247, 0.000001, 6.283185, -0.000406
11.340000, 6.283591, -0.016247, 0.000001, 6.283185, -0.000406
11.350000, 6.283591, -0.016247, 0.000001, 6.283185, -0.000406
11.360000, 6.283591, -0.016248, 0.000001, 6.283185, -0.000406
11.370000, 6.283592, -0.016248, 0.000001, 6.283185, -0.000406
11.380000, 6.283592, -0.016248, 0.000001, 6.283185, -0.000406
11.390000, 6.283592, -0.016248, 0.000001, 6.283185, -0.000406
11.400000, 6.283592, -0.016248, 0.000001, 6.283185, -0.000406
11.410000, 6.283592, -0.016249, 0.000001, 6.283185, -0.000406
11.420000, 6.283592, -0.016249, 0.000001, 6.283185, -0.000406
11.430000, 6.283592, -0.016249, 0.000001, 6.283185, -0.000406
11.440000, 6.283592, -0.016249, 0.000000, 6.283185, -0.000406
11.450000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.460000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.470000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.480000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.490000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.500000, 6.283592, -0.016250, 0.000000, 6.283185, -0.000406
11.510000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.520000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.530000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.540000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.550000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.560000, 6.283592, -0.016251, 0.000000, 6.283185, -0.000406
11.570000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.580000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.590000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.600000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.610000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.620000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.630000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.640000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.650000, 6.283592, -0.016252, 0.000000, 6.283185, -0.000406
11.660000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
11.670000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
11.680000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
11.690000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
11.700000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
11.710000, 6.283592, -0.016253, 0.000000, 6.283185, -0.000406
